ID,color,x,y,z,ScaleX,ScaleY,ScaleZ
1,blue,3748.088597376366,-3686.6649468028627,0,0.01,0.01,0
2,blue,3459.583991006204,-3606.482520979867,0,0.01,0.01,0
3,blue,3180.0233674975643,-3499.6185113153288,0,0.01,0.01,0
4,blue,2918.1734843870813,-3354.641805386319,0,0.01,0.01,0
5,blue,2669.008019524362,-3188.500233591296,0,0.01,0.01,0
6,blue,2423.1146519721237,-3017.5094204270463,0,0.01,0.01,0
7,blue,2172.5429663939954,-2853.516643437419,0,0.01,0.01,0
8,blue,1909.2281266606954,-2711.173828177971,0,0.01,0.01,0
9,blue,1626.5033833516795,-2614.140601477129,0,0.01,0.01,0
10,blue,1328.6787916084613,-2591.580079557856,0,0.01,0.01,0
11,blue,1029.944697583172,-2612.599170088427,0,0.01,0.01,0
12,blue,730.8212863484464,-2625.406380879662,0,0.01,0.01,0
13,blue,432.39846272261957,-2602.6013482988005,0,0.01,0.01,0
14,blue,138.85436690143678,-2543.975081513766,0,0.01,0.01,0
15,blue,-146.57906232090525,-2453.736668537745,0,0.01,0.01,0
16,blue,-420.7213231862113,-2333.488536047611,0,0.01,0.01,0
17,blue,-679.6973069545288,-2183.392154370867,0,0.01,0.01,0
18,blue,-917.9590771181545,-2002.2942112120475,0,0.01,0.01,0
19,blue,-1127.076308543955,-1788.3379932743637,0,0.01,0.01,0
20,blue,-1294.707092913974,-1540.7354460631311,0,0.01,0.01,0
21,blue,-1405.0519998064012,-1263.0642236644335,0,0.01,0.01,0
22,blue,-1443.5905586798594,-966.9116177981124,0,0.01,0.01,0
23,blue,-1407.7202725498228,-670.2665211927894,0,0.01,0.01,0
24,blue,-1303.6284112685266,-390.2314514025207,0,0.01,0.01,0
25,blue,-1126.340522082603,-150.531376669106,0,0.01,0.01,0
26,blue,-878.996092840702,15.828155243987396,0,0.01,0.01,0
27,blue,-593.7395842816869,104.7816467512618,0,0.01,0.01,0
28,blue,-296.6705574131794,141.13174155025092,0,0.01,0.01,0
29,blue,2.656246798986217,150.01540788508407,0,0.01,0.01,0
30,blue,302.1551596502647,148.96186802176175,0,0.01,0.01,0
31,blue,601.6491086510357,150.05803353548117,0,0.01,0.01,0
32,blue,900.9655248937734,160.13585724155774,0,0.01,0.01,0
33,blue,1199.543936048034,183.20736652733558,0,0.01,0.01,0
34,blue,1496.0443770391266,224.98327971743208,0,0.01,0.01,0
35,blue,1786.8928624737791,295.6340521129263,0,0.01,0.01,0
36,blue,2060.6043612120957,415.41060457120835,0,0.01,0.01,0
37,blue,2267.286421820326,626.4591071794229,0,0.01,0.01,0
38,blue,2303.0030232231993,919.7489585723574,0,0.01,0.01,0
39,blue,2279.5509513361326,1218.2213427488605,0,0.01,0.01,0
40,blue,2331.3922292034986,1511.132924787404,0,0.01,0.01,0
41,blue,2496.1148698104666,1759.0112519613924,0,0.01,0.01,0
42,blue,2733.1925199755005,1940.5618653805377,0,0.01,0.01,0
43,blue,3004.1946421628495,2067.224527028894,0,0.01,0.01,0
44,blue,3290.245989124929,2155.4285049891673,0,0.01,0.01,0
45,blue,3583.4565390882785,2216.0986700867597,0,0.01,0.01,0
46,blue,3880.2672352764803,2255.7938473750883,0,0.01,0.01,0
47,blue,4178.896306542262,2278.130812873512,0,0.01,0.01,0
48,blue,4478.309427441071,2283.466086295151,0,0.01,0.01,0
49,blue,4777.53490593001,2271.5649707100297,0,0.01,0.01,0
50,blue,5075.690493788779,2243.5400244487228,0,0.01,0.01,0
51,blue,5372.272064861725,2201.957062172501,0,0.01,0.01,0
52,blue,5667.367795464866,2150.8129937599874,0,0.01,0.01,0
53,blue,5961.619719221487,2094.981207764411,0,0.01,0.01,0
54,blue,6255.947625956146,2039.5542679441037,0,0.01,0.01,0
55,blue,6551.166420428156,1989.1227608306735,0,0.01,0.01,0
56,blue,6847.705739184041,1947.1903264961938,0,0.01,0.01,0
